Unnamed: 0,acquisition_time,record_time_wind1,errcode_wind1,sysstatus_wind1,daynight_wind1,sbatvol_wind1,sbatcurr_wind1,ssolarvol_wind1,ssolarcurr_wind1,swindvol_wind1,swindcurr_wind1,soutcurr_wind1,temp1_wind1,temp2_wind1,qpercent_wind1,sumkwl_wind1,sumkwh_wind1,sumwl_wind1,sumwh_wind1,windrpm_wind1,batnvol_wind1,floatvol_wind1,finalvol_wind1,finalrvol_wind1,fullvol_wind1,fullrvol_wind1,norcap_wind1,handbrake_wind1,windvmax_wind1,windamax_wind1,windrmax_wind1,windpole_wind1,windcutinv_wind1,windabrkdly_wind1,windratedp_wind1,windratedv_wind1,mpptmode_wind1,wind_power_generated_wind1,wind_power_battery_wind1,record_time_wind2,errcode_wind2,sysstatus_wind2,daynight_wind2,sbatvol_wind2,sbatcurr_wind2,ssolarvol_wind2,ssolarcurr_wind2,swindvol_wind2,swindcurr_wind2,soutcurr_wind2,temp1_wind2,temp2_wind2,qpercent_wind2,sumkwl_wind2,sumkwh_wind2,sumwl_wind2,sumwh_wind2,windrpm_wind2,batnvol_wind2,floatvol_wind2,finalvol_wind2,finalrvol_wind2,fullvol_wind2,fullrvol_wind2,norcap_wind2,handbrake_wind2,windvmax_wind2,windamax_wind2,windrmax_wind2,windpole_wind2,windcutinv_wind2,windabrkdly_wind2,windratedp_wind2,windratedv_wind2,mpptmode_wind2,wind_power_generated_wind2,wind_power_battery_wind2,record_time_wind3,errcode_wind3,sysstatus_wind3,daynight_wind3,sbatvol_wind3,sbatcurr_wind3,ssolarvol_wind3,ssolarcurr_wind3,swindvol_wind3,swindcurr_wind3,soutcurr_wind3,temp1_wind3,temp2_wind3,qpercent_wind3,sumkwl_wind3,sumkwh_wind3,sumwl_wind3,sumwh_wind3,windrpm_wind3,batnvol_wind3,floatvol_wind3,finalvol_wind3,finalrvol_wind3,fullvol_wind3,fullrvol_wind3,norcap_wind3,handbrake_wind3,windvmax_wind3,windamax_wind3,windrmax_wind3,windpole_wind3,windcutinv_wind3,windabrkdly_wind3,windratedp_wind3,windratedv_wind3,mpptmode_wind3,wind_power_generated_wind3,wind_power_battery_wind3,record_time_solar1,RTU_register_solar1,RTU_address_solar1,RTU_data_solar1,pv_array_input_voltage_solar1,pv_array_input_current_solar1,load_voltage_solar1,load_current_solar1,battery_temperature_solar1,device_temperature_solar1,battery_SOC_solar1,maximum_battery_voltage_today_solar1,minimum_battery_voltage_today_solar1,battery_power_solar1,generated_energy_this_month_solar1,consumed_energy_this_month_solar1,load_power_solar1,consumed_energy_this_year_solar1,pv_array_input_power_solar1,generated_energy_today_solar1,generated_energy_this_year_solar1,total_consumed_energy_solar1,total_generated_energy_solar1,consumed_energy_today_solar1,record_time_solar2,RTU_register_solar2,RTU_address_solar2,RTU_data_solar2,pv_array_input_voltage_solar2,pv_array_input_current_solar2,load_voltage_solar2,load_current_solar2,battery_temperature_solar2,device_temperature_solar2,battery_SOC_solar2,maximum_battery_voltage_today_solar2,minimum_battery_voltage_today_solar2,battery_power_solar2,generated_energy_this_month_solar2,consumed_energy_this_month_solar2,load_power_solar2,consumed_energy_this_year_solar2,pv_array_input_power_solar2,generated_energy_today_solar2,generated_energy_this_year_solar2,total_consumed_energy_solar2,total_generated_energy_solar2,consumed_energy_today_solar2,record_time_solar3,RTU_register_solar3,RTU_address_solar3,RTU_data_solar3,pv_array_input_voltage_solar3,pv_array_input_current_solar3,load_voltage_solar3,load_current_solar3,battery_temperature_solar3,device_temperature_solar3,battery_SOC_solar3,maximum_battery_voltage_today_solar3,minimum_battery_voltage_today_solar3,battery_power_solar3,generated_energy_this_month_solar3,consumed_energy_this_month_solar3,load_power_solar3,consumed_energy_this_year_solar3,pv_array_input_power_solar3,generated_energy_today_solar3,generated_energy_this_year_solar3,total_consumed_energy_solar3,total_generated_energy_solar3,consumed_energy_today_solar3,total_wind_power,total_solar_power,batstatus_wind2,batvol_wind2,batcurr_wind2,solarvol_wind2,solarcurr_wind2,windvol_wind2,windcurr_wind2,windoffcurr_wind2,loadcurr_wind2,solar_kwh_day_wind2,solar_wh_day_wind2,wind_kwh_day_wind2,wind_wh_day_wind2,load_kwh_day_wind2,load_wh_day_wind2,sol_kwh_cum_wind2,sol_wh_cum_wind2,wind_kwh_cum_wind2,wind_wh_cum_wind2,load_kwh_cum_wind2,load_wh_cum_wind2,load_voltage_wind2,sol_kwh_cum_day_wind2,wind_kwh_cum_day_wind2,gen_kwh_day_wind2,load_kwh_cum_day_wind2,sol_kwh_cum_tot_wind2,wind_kwh_cum_tot_wind2,gen_kwh_cum_tot_wind2,cons_kwh_cum_wind2,sol_chg_pwr_wind2,wind_chg_pwr_wind2,bat_chg_pwr_wind2,load_power_wind2,wind_unld_pwr_wind2,batstatus_wind3,batvol_wind3,batcurr_wind3,solarvol_wind3,solarcurr_wind3,windvol_wind3,windcurr_wind3,windoffcurr_wind3,loadcurr_wind3,solar_kwh_day_wind3,solar_wh_day_wind3,wind_kwh_day_wind3,wind_wh_day_wind3,load_kwh_day_wind3,load_wh_day_wind3,sol_kwh_cum_wind3,sol_wh_cum_wind3,wind_kwh_cum_wind3,wind_wh_cum_wind3,load_kwh_cum_wind3,load_wh_cum_wind3,load_voltage_wind3,sol_kwh_cum_day_wind3,wind_kwh_cum_day_wind3,gen_kwh_day_wind3,load_kwh_cum_day_wind3,sol_kwh_cum_tot_wind3,wind_kwh_cum_tot_wind3,gen_kwh_cum_tot_wind3,cons_kwh_cum_wind3,sol_chg_pwr_wind3,wind_chg_pwr_wind3,bat_chg_pwr_wind3,load_power_wind3,wind_unld_pwr_wind3
0,30/04/2024,41:33.2,0,3.307847542,1,27.27064749616829,12.744352874926811,1.1400159511992265,0.8258362304276783,33.78346070338427,9.987715573860296,0.1856071057055578,38.757102053510735,0.4089703701173014,311.2808553801133,33653.97911677008,183.1019722232367,1.1246685178225788,239.85277066675775,27.48159633334472,20.43271762960938,23.01390499258399,28.455619970335952,26.292031822289037,41.828232444550736,0,60,800,800,1,1,3,200,60,1,0,0,393.26965538812425,353.8927086879844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1386498335994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.653577472923933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.9082810253676,0,0,0,0,0,393.26965538812425,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31/05/2024,55:46.5,0,2.091159629865261,1,27.103586945697057,8.472953094483453,0,0,27.77711093754244,6.393045323645677,0,34.77819252734735,0,88.933589,28858.547554890178,209.2461389429119,0,96.18670356052633,20.51667087785603,22.557199446592104,25.69649930824013,23.60622345201754,24.362644967107457,33.850579868429826,15.819462608342103,275.7199446592105,320.6223452017544,356.5756693116228,48.338543411326754,48.338543411326754,7.194554479484649,80.75480837,25.8443421,1198.8449149271162,35.95332410986842,0.599222068,246.0706906570032,233.33125952970204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.34101886501838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.23426514832437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.73476998014826,0,0,0,0,0,246.0706906570032,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30/06/2024,38:57.9,0,2.507228343299454,1,27.082792969090494,8.696430632311152,0,0,28.97978822719269,6.400636190094315,0,37.49708499677482,0,88.87780373424452,28460.11397203675,236.56376980875507,0,0,16.135726538937604,24,27.5,20.4,23,28.4,26.4,420,0,60,80,80,10,1,3,2000,60,1,257.78918088509613,238.91321420913167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.34101886501838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.23426514832437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.73476998014826,0,0,0,0,0,247.78918088509613,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31/07/2024,28:47.5,0,1.919098478,1,27.085912360772355,7.772220510645984,0,0,26.09280414534268,5.886880241650616,0,36.99092814216596,0,88.58382237133789,32998.246894727905,264.9782713641568,0,0,14.79887536433966,24,27.5,20.4,23,28.4,26.4,420,0,60,80,80,10,1,3,2000,60,1,235.1666268139869,214.3131170565778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.34101886501838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.23426514832437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,225.1666268139869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31/08/2024,01:54.2,0,1.6670156625416337,1,26.939604477895617,7.774932560233739,0,0,26.26079147676704,5.669960761722002,0,36.87113574727062,0,85.88627191137012,36745.69101052165,286.5007084780109,0,0,14.59631204753422,24,27.5,20.4,23,28.4,26.4,420,0,60,80,80,10,1,3,2000,60,1,231.2952105870602,213.36318786595413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.34101886501838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.23426514832437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.4999593,0,0,0,0,0,221.2952105870602,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30/09/2024,06:40.0,210.31410930997697,37.7270767,148.8271980250142,20.89652420754881,15.41169530956345,16.371971123876424,144.85885198795333,21.35495999653511,9.774864769,1930.805013129964,1078.9677085132591,10538.023959025644,10615.02817953685,42545.93034545236,10534.363258891535,1.8875458440171653,92.86921391,26.554627609686623,24.710765590575093,21.11337093,14.693173759459476,16.99796961211308,20.59120078454949,18.80789867988824,272.9549809560099,18782.65258832756,10288.841387305829,1076.847879432233,1077.4574386284407,20422.88385151101,1026.231124175478,88.38116622332952,1321.7277513757715,75.97398421310707,21.284467250369563,288.1802828,188.6218421857252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52:42.9,10937.71701368591,5521.822380189999,1.006343866,46.11691854818926,0.5399826248211628,56.336339926349794,143.20839601283237,16.998397567204638,17.915777118558733,55.218424211172966,763.9781229197599,203.8103451585021,24018.70288771282,3593032.604765313,9577.286174743884,532.6834624825218,9.912139938,72.15854482,6580358.285772628,7169247.849146288,9056.820571,723.4539408608655,12991.187746106129,49:33.7,11000.43443019474,5597.066772500905,0.6578604479968696,39.23124443823058,0.8513194006756537,55.04709447939248,110.00463657597352,19.21253230750951,19.640667662473348,56.91088016773863,793.6220111393961,225.64694064155384,1056.4433308795517,3608226.568591437,14119.16536000243,687.9614180060847,8393.431228866839,38.9478644,6618026.298691949,7210242.875448745,1192.606218640018,2631.184606482898,13336.8205,53:48.6,10982.634273037173,5630.452584539583,0.9671572457037628,0.024833676,0.1480256381246587,55.000184088997365,109.83073178126654,18.467467454848645,18.299194754854327,56.847032185389416,797.0506759454986,226.4229598323228,9732.659327283192,3605481.8560918495,13260.239019555936,532.0241717224883,468.26355589680895,80.49995933,6608057.818797935,7199506.135,9908.906488826362,2390.7244145003065,10230.24898408059,278.1802828,49365.60636855091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31/10/2024,25:53.9,0,2.5177474406521188,1,27.14056526,5.3911344803980485,0,0,25.00787413906281,10.286781136187184,0,36.03106534255517,0,87.495915,37284.02703314092,337.6065788689369,0,0,21.025566932903267,24,27.5,20.4,23,28.399999999999995,26.399999999999995,420,0,60,80,80,10,1,3,2000,60,1,314.43856040453454,149.98642182599582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25:25.4,0,0,0,52.94937953264128,0.6865804842693696,0,0,22.032597947562916,22.84951166336443,0.9382035489927552,282.4689532899474,268.63673431012046,72.06431906221547,25.695437107862222,0,0,0,72.14852122998087,0.9407297827931308,237.21555364240035,0,237.2155536450084,0,22:11.5,0,0,0,47.41331506915049,0.4304529982425179,0,0,22.51613683715295,22.85803038261159,0.930232106,278.8994515790086,267.94200333918985,38.63699458437857,13.87172720143603,0,0,0,38.697611293941286,0.3111676380760487,506.3522865470341,0,2337.902286547034,0,22:28.7,0,0,0,0,0,0,0,21.602912286992243,21.196408654150176,0.9260100474404516,278.7680166,268.1101075,0,0,0,0,0,80.36252426326077,0,636.54,6.58,2277.87,0,314.43856040453454,110.84613252392217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30/11/2024,00:06.4,0,2.333531896055123,1,26.807337422822844,4.983558364,0,0,25.68832735501593,12.96648299614901,0,36.242882135650376,0,80.36503940003371,31899.330991759874,352.73648007863085,0,0,23.33516306625068,24,27.5,20.4,23,28.4,26.4,420,0,60,80,80,10,1,3,2000,60,1,381.0689940993026,137.5497444768538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:20.8,0,0,0,48.56034566259448,0.6631545720003452,0,0,21.555987957704268,22.22318229662608,0.8938392372235227,280.5481073991302,264.2840471945654,71.06338719636778,27.00257084930477,0,0,0,71.12727355997164,0.9614524113438994,288.5553989745059,0,288.55539897689005,0,00:01.9,0,0,0,44.38824647873136,0.3592264886239421,0,0,22.10056921836521,22.296916872344973,0.8835574961621221,275.66111296492807,264.18730751747205,34.91352011,14.791773014362372,0,0,0,38.96605155232431,0.2736395183223278,531.3800938126743,0,2362.9300938138667,0,57:50.6,0,0,0,0,0,0,0,21.236086412050167,20.78299836736806,0.8769090878090814,275.21775554302565,264.0110394200788,0,0,0,0,0,78.36252426326077,0,636.54,6.58,2277.87,0,381.0689940993026,106.09332511229596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31/12/2024,47:44.3,0,0,1,22.509842247177083,1.3583416841431035,0,0,12.13099166296476,1.1862392429517443,0,24.05976528198188,0,3.174612849571784,17560.372015661644,360,0,0,5.817806336973253,24,27.5,20.4,23,28.4,26.4,420,0,60,80,80,10,1,3,2000,60,1,250.19868611630525,30.896855067822347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47:47.9,0,0,0,41.66165676620481,1.165526822,0,0,20.454589655260214,22.031900088394814,0.3583270098907614,248.4030869070181,224.4778892918593,128.3231530758122,27.71740952263162,0,0,0,128.52490100144414,1.9095514781577505,313.0374095590081,0,313.0374095590081,0,47:47.5,0,0,0,36.94787689050102,0.4023563910485663,0,0,20.63858670382484,21.054115607525254,0.3404555393453418,234.9529540385868,224.15128665034325,40.45781507743914,9.569588664816036,0,0,0,40.55453858495749,0.2470259512990202,544.8995886648161,0,2376.449588664816,0,47:37.7,0,0,0,0,0,0,0,19.493551277711656,18.884043254024583,0.3253495008171094,240.8601188721342,224.89295975599543,0,0,0,0,0,77.36252426326077,0,636.54,6.58,2277.87,0,28.19868611630525,169.07943958640163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31/01/2025,00:50.7,0,1.2714861929878996,1,25.859522184300346,3.2425162891715797,0,0,13.66411728203537,4.351048712,0,25.71703382,0,60.83596028544834,22569.330313372637,360,0,0,11.144529941048711,24,27.5,20.4,23,28.4,26.4,420,0,60,80,80,10,1,3,2000,60,1,280.24643561898851,89.10682686937635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41:15.3,0,0,0,124.03652738519796,0.095018092,1.489204928351595,0,15.484811047054151,15.018854824461693,0.079775752,49.595467414085824,30.39005484617847,9.699445192843868,31.26155903853484,0,0,0,12.625344092187728,0.027316745,316.58155903853486,0,316.58155903853486,0,48:43.8,0,0,0,45.253224654286846,0.4934654336230739,4.552426595219281,0,16.712236744369815,16.69661978960885,0.8938916781904385,285.3796105,245.60666801659423,50.61545261260371,4.9465942611615965,0,0,0,50.71813119814303,0.6074861467799288,551.4817652459502,0,2383.0317652459503,0,49:38.4,0,0,0,48.48411322344624,0.6929019151293391,0.003189483,0,16.84669566222439,17.076510817396148,0.9080230005191244,277.5166081272848,262.8425202377007,74.30359054768856,15.173829176963128,9.777658665,0,14.66,74.36252426326077,0.3353535948251548,660.0164737575467,21.24,2301.346473762486,0,127.24643561898851,134.70599955359154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28/02/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.2831709407122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39:22.3,0,0,0,130.42572539871114,0,0,0,14.980417040370757,14.193068303830431,0,20.67990794153814,20.32742652,0,31.28,0,0,0,0,0,316.6,0,316.6,0,59:56.3,0,0,0,48.32155276584164,0.2776321219160351,0,0,16.155109571870486,15.543984156128577,0.9778540894437652,282.95750115315275,272.8362012784982,22.00849546596953,11.762197651018289,0,0,0,22.07388836970396,0.2242373003065278,482.0194005547911,0,2393.673261357437,0,58:51.5,0,0,0,54.40700840461349,0.1913479457334523,0,0,16.167301187211716,15.552360304993108,0.9811309066345176,282.6762587559772,273.31223018990124,17.686337811840833,8.102892048,0,0,14.66,26.731076836630656,0.1109516031869239,669.5728920481017,21.24,2310.902892048102,0,0,39.80496520633461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31/03/2025,19:52.8,0,3.813488215,1,27.253589183422903,17.299204506347543,0,0,37.41575214783286,15.162211876777462,0,42.49362498636024,0,88.50127317137566,32698.59822725098,373.8886904076056,0,0,27.894241083794288,24,27.5,20.4,23,28.4,26.4,420,0,60,80,80,10,1,3,2000,60,1,560.2831709407122,478.02747670939567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46:50.4,0,0,0,75.63048496527107,0.3557499743552791,2.234200791976108,0,16.320984419547216,16.312914752752377,0.7282336902197433,226.88837699438835,211.43622832339324,2.979122790606592,28.889175226818526,0,0,0,2.987891737318882,0.4059204574661717,317.0696255942567,0,317.0696255942567,0,00:40.7,0,0,0,56.3750805,0.192139206,0,0,16.341123776051095,15.760061083491834,0.9802283583529452,281.6940014001896,272.5880323176501,20.00045221609652,3.9569843970024254,0,0,0,20.034764069825385,0.2129489700817898,3.9569843970024254,0,2403.096984397002,0,00:29.6,0,0,0,60.96860319467781,0.1510087303374913,0,0,16.36453312895136,15.756113209851575,0.9843258824482116,282.1162254886559,273.45191278424267,17.28827358007559,2.537264500152888,0,0,1.0634142438715275,45.31199680859679,0.08343571,50.51929859931384,21.24,2318.9709487167347,0,560.2831709407122,40.33465261574105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30/04/2025,14:46.7,0,2.642195480096723,1,26.728852425361733,9.913560023256142,0,0,30.61466617876827,7.241003328574496,0,34.45253874,0,81.31712586054778,29590.65072,399.8656256513365,0,0,17.37439348326545,24,27.5,20.4,23,28.4,26.4,420,0,60,80,80,10,1,3,2000,60,1,282.3240390817585,272.13631966852165,37:15.8,0,,0,,,,,,,,16.195573709491914,17.12079358636087,95.57945419795684,,,,,0,,,,,,,,,,,,,,,,,,0,0,49:24.1,0,,0,,,,,,,,28.301055450055685,29.108820861217456,90.50863688523758,,,,,170.2034567851086,,,,,,,,,,,,,,,,,,157.67956171573258,158.31221502340742,31:28.1,0,0,0,63.763254873550565,1.0090758819504857,0,0,18.30040051811561,19.521417184122228,0.9030251082593964,279.0964760900707,260.9671516614796,112.03929715036416,26.19177638408836,0,0,0,112.1386498335994,1.1602599236073083,177.39836003435894,0,376.2607754,0,29:28.5,0,0,0,70.48111094055939,0.086235668,2.330006175189199,0.000857042,18.639429759430808,19.64790806634089,0.9941396377022148,282.93159501286345,265.6328756757425,6.605537281203385,0.5622106912378906,0.009421691,0.024436983,0.009421691,6.653577472923933,0.055553648,0.562210693,0.009421691,0.562210693,0.000260321,08:58.2,0,0,0,66.82839644713286,1.064477943,0.054584081,9.672693226297244e-05,19.130098466196507,21.668427412538307,0.9137622344506524,281.1035824689389,265.8681329,123.83658985187176,11.026756998235811,0,0.002578801,0,123.9082810253676,1.0627693168502377,11.02675700365408,0,11.02675700726626,0,440.0036007974911,242.70050833189092,0.2551096001623706,27.645321865908937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3,0,0,0,0,0,0,0.026680748,26.85323675863773,5.753010046747163,5.754538469089666e-06,0,25.88839461916803,3.862708728957853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.0803997,0,0,0.155951868,0.155951868,0,0
0,31/05/2025,56:02.2,0,2.0642889554678745,1,26.90137572084106,6.616874717648673,0,0,27.19449822,9.510969956316304,0,34.014475920878525,0,84.22999850748212,32894.01828033893,422.4653626,0,0,18.437451280309883,24,27.5,20.4,23,28.4,26.4,420,0,60,80,80,10,1,3,2000,60,1,301.5207750074375,180.86494957994137,57:09.3,0,,0,,,,,,,,23.94245763,24.87210708706628,94.83545296421954,,,,,3.922488230754304,,,,,,,,,,,,,,,,,,99.88531779400076,100.01972721400487,55:01.6,0,,0,,,,,,,,27.62656056464972,28.40635196,91.64582696977988,,,,,163.62089069385087,,,,,,,,,,,,,,,,,,126.24201331764468,126.82944031717275,09:00.8,0,0,0,67.88220205222122,1.0342461217039385,0.3814111899964991,0,20.354480170728756,21.73915010091183,0.9238494532603192,280.5646412233912,262.0454191541353,111.26357990934363,64.64309704633747,0,0,0,111.34101886501838,1.365468774563366,64.71204140228757,0,444.7220414,0,32:18.6,0,0,0,70.98888685,0.2576252546994247,0,0,20.82085390764427,22.12119605795972,0.9862409871744507,279.1661737359877,275.19073675408544,21.15873852239992,2.256620816833365,0.004583917,0,0.01,21.23426514832437,0.2011791724826139,4.011431595193353,0.01,4.011431598827374,0,37:28.4,0,0,0,71.40380643468639,1.0444610454814316,0,0,21.26400708083685,23.91361453814906,0.9307877763046504,281.8293039263366,267.6538594636373,123.66840812715158,54.52980410072844,0,0,0,123.73476998014826,1.3503335533017735,55.075613763801925,0,55.07561376562135,0,527.6481061,256.310054,0.5558654837020425,27.553043257128223,3.513038454620287,0,0,10.199231155694294,3.375959017417509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.72409707091319,0,0,0.098859085,0.098859085,0,0,0.021657773,26.97319843928041,4.645950655125063,6.728766094810085e-06,0,25.57472064553657,3.0738258967187524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.1320363636685,0,0,0.1245669463531415,0.1245669463531415,0,0
